"","ZONING_ID","old_id","use","use_final","use1","use2","use3","density_num","density_unit","note"
"223","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"224","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Beach recreation","recreation","Recreation","Beach recreation",NA,NA,NA
"225","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Boat launching facilities","recreation","Recreation","Boat launching facilities",NA,NA,NA
"226","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Cross country ski courses","recreation","Recreation","Cross country ski courses",NA,NA,NA
"227","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"228","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Developed campgrounds","recreation","Recreation","Developed campgrounds",NA,NA,NA
"229","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"230","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Snowmobile courses","recreation","Recreation","Snowmobile courses",NA,NA,NA
"231","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Marinas","recreation","Recreation","Marinas",NA,NA,NA
"232","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Undeveloped campgrounds","recreation","Recreation","Undeveloped campgrounds",NA,NA,NA
"233","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Off-road vehicle courses","recreation","Recreation","Off-road vehicle courses",NA,NA,NA
"234","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"235","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"236","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"237","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"238","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Tree farms","resource management","Timber Management","Tree farms",NA,NA,NA
"239","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"240","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"241","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"242","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Structural wildlife management","resource management","Wildlife And Fishes","Structural wildlife management",NA,NA,NA
"243","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Nonstructural wildlife management","resource management","Wildlife And Fishes","Nonstructural wildlife management",NA,NA,NA
"244","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Farm/Ranch accessory structure","resource management","Range","Farm/Ranch accessory structure",NA,NA,NA
"245","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Grazing","resource management","Range","Grazing",NA,NA,NA
"246","PCAP_CONS_BLACKWOOD","area_plan_8","Special Use","Range improvement","resource management","Range","Range improvement",NA,NA,NA
"247","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"248","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Prescribed fire / burning management","resource management","Vegetation Protection","Prescribed fire / burning management",NA,NA,NA
"249","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Fuels treatment / management","resource management","Vegetation Protection","Fuels treatment / management",NA,NA,NA
"250","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"251","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"252","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"253","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Open Space","resource management","Open Space","Open Space",NA,NA,NA
"254","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"255","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"256","PCAP_CONS_BLACKWOOD","area_plan_8","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"257","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"258","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Bed and breakfast facilities","tourist accommodation","Tourist Accommodation","Bed and breakfast facilities",NA,NA,NA
"259","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"260","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Churches (Religious Assembly)","public services","General","Churches (Religious Assembly)",NA,NA,NA
"261","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"262","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Local post office","public services","General","Local post office",NA,NA,NA
"263","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"264","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"265","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"266","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"267","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Beach recreation","recreation","Recreation","Beach recreation",NA,NA,NA
"268","PCAP_RES_BROCKWAY","area_plan_9","Special Use","Participant sports facilities","recreation","Recreation","Participant sports facilities",NA,NA,NA
"269","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"270","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"271","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Temporary events","recreation","Recreation","Temporary events",NA,NA,NA
"272","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"273","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"274","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"275","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"276","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"277","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"278","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"279","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Structural wildlife management","resource management","Wildlife And Fishes","Structural wildlife management",NA,NA,NA
"280","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Nonstructural wildlife management","resource management","Wildlife And Fishes","Nonstructural wildlife management",NA,NA,NA
"281","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"282","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Fuels treatment / management","resource management","Vegetation Protection","Fuels treatment / management",NA,NA,NA
"283","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"284","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"285","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"286","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Open Space","resource management","Open Space","Open Space",NA,NA,NA
"287","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"288","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"289","PCAP_RES_BROCKWAY","area_plan_9","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"290","PCAP_CONS_BURTON","area_plan_10","Special Use","Employee housing","residential","Residential","Employee housing",NA,NA,"only employee housing density listed for 'state park lands'"
"291","PCAP_CONS_BURTON","area_plan_10","Special Use","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"292","PCAP_CONS_BURTON","area_plan_10","Special Use","Summer home","residential","Residential","Summer home",NA,NA,NA
"293","PCAP_CONS_BURTON","area_plan_10","Special Use","Nursery","commercial","Retail","Nursery",NA,NA,NA
"294","PCAP_CONS_BURTON","area_plan_10","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"295","PCAP_CONS_BURTON","area_plan_10","Special Use","Cemeteries","public services","General","Cemeteries",NA,NA,NA
"296","PCAP_CONS_BURTON","area_plan_10","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"297","PCAP_CONS_BURTON","area_plan_10","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"298","PCAP_CONS_BURTON","area_plan_10","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"299","PCAP_CONS_BURTON","area_plan_10","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"300","PCAP_CONS_BURTON","area_plan_10","Special Use","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"301","PCAP_CONS_BURTON","area_plan_10","Special Use","Cross country ski courses","recreation","Recreation","Cross country ski courses",NA,NA,NA
"302","PCAP_CONS_BURTON","area_plan_10","Special Use","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"303","PCAP_CONS_BURTON","area_plan_10","Special Use","Developed campgrounds","recreation","Recreation","Developed campgrounds",NA,NA,NA
"304","PCAP_CONS_BURTON","area_plan_10","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"305","PCAP_CONS_BURTON","area_plan_10","Special Use","Rural sports","recreation","Recreation","Rural sports",NA,NA,NA
"306","PCAP_CONS_BURTON","area_plan_10","Special Use","Snowmobile courses","recreation","Recreation","Snowmobile courses",NA,NA,NA
"307","PCAP_CONS_BURTON","area_plan_10","Special Use","Group facilities","recreation","Recreation","Group facilities",25,"persons per acre per parcel",NA
"308","PCAP_CONS_BURTON","area_plan_10","Special Use","Undeveloped campgrounds","recreation","Recreation","Undeveloped campgrounds",NA,NA,NA
"309","PCAP_CONS_BURTON","area_plan_10","Special Use","Off-road vehicle courses","recreation","Recreation","Off-road vehicle courses",NA,NA,NA
